pitcher,strike_pct,zone_pct,chase_pct,swing_pct,called_strike_pct,miss_pct,in_zone_miss_pct,out_zone_miss_pct,xbabip,gb_pct,strike_pct_pct,zone_pct_pct,chase_pct_pct,swing_pct_pct,called_strike_pct_pct,miss_pct_pct,in_zone_miss_pct_pct,out_zone_miss_pct_pct,xbabip_pct,gb_pct_pct
"Abeldt, Benjamin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Abraham, Ty",0.3148148148148148,0.2777777777777778,0.16666666666666666,0.14814814814814814,0.16666666666666666,0.14814814814814814,0.037037037037037035,0.1111111111111111,,0.05555555555555555,25.0,13.068812430632631,45.24139844617092,28.343507214206436,40.92674805771365,91.02386237513873,57.144839067702556,94.14539400665927,,35.37735849056604
"Acosta, Jaykob",0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,0.0,99.76415094339622,99.62541620421753,0.0,96.40677025527192,98.72364039955605,0.0,0.0,0.0,,0.0
"Adams, Chase",0.875,0.5,0.5,0.875,0.0,0.375,0.0,0.375,0.1792431175221998,0.0,99.94450610432852,96.79522752497225,99.69478357380687,100.0,0.0,99.91675915649279,0.0,99.9583795782464,4.67870036101083,0.0
"Adelmann, Jonathan",0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.003666835887057848,0.0,17.494450610432853,1.248612652608213,27.594339622641513,26.62319644839068,20.810210876803552,88.98446170921198,99.32019977802442,0.0,0.1588447653429603,0.0
"Adkison, Ethan",1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,99.94450610432852,0.0,99.98612652608213,100.0,0.0,100.0,0.0,100.0,,0.0
"Adler, Grant",0.39473684210526316,0.5526315789473685,0.10526315789473684,0.18421052631578946,0.21052631578947367,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.6006974472960686,0.05263157894736842,59.48945615982242,98.834628190899,11.861820199778023,42.07824639289678,82.47780244173141,64.60876803551609,81.0488346281909,46.65649278579356,84.83754512635379,31.97835738068812
"Adler, Nate",0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,0.0,0.2857142857142857,0.49948719206350306,0.14285714285714285,76.70643729189788,14.705882352941178,97.01720310765816,99.5144284128746,0.0,99.52830188679245,0.0,99.79189789123197,60.057761732851986,96.47613762486127
"Ager, Matt",0.42857142857142855,0.4642857142857143,0.25,0.32142857142857145,0.10714285714285714,0.10714285714285714,0.0,0.10714285714285714,0.1991649280998946,0.10714285714285714,76.70643729189788,94.60321864594896,92.91065482796893,95.67147613762486,7.380688124306327,66.60654827968924,0.0,93.39622641509435,5.140794223826715,88.77635960044395
"Aiello, Christian",0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,,0.0,2.5527192008879025,1.7341842397336291,0.0,34.23973362930078,0.0,94.72807991120976,99.56992230854605,0.0,,0.0
"Aita, Blake",0.4875,0.5125,0.2125,0.25,0.2375,0.0875,0.0125,0.075,0.44363998517592584,0.1625,94.61709211986683,97.8496115427303,80.88235294117648,76.165371809101,92.07824639289677,46.69811320754717,20.449500554938957,75.319089900111,38.77256317689531,97.86348501664817
"Alba, Jaden",0.5,0.625,0.0,0.25,0.25,0.0,0.0,0.0,0.9710313791781227,0.0,95.67147613762486,99.45893451720312,0.0,76.165371809101,93.81243063263041,0.0,0.0,0.0,99.00361010830325,0.0
"Alberghini, Kaden",0.27906976744186046,0.27906976744186046,0.18604651162790697,0.18604651162790697,0.09302325581395349,0.11627906976744186,0.0,0.11627906976744186,0.3165474996745536,0.023255813953488372,16.09322974472808,13.457269700332963,62.943951165371814,43.00776914539401,4.966703662597114,74.66703662597114,0.0,95.38013318534962,11.335740072202166,9.447835738068813
"Alberini, Hunter",1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,99.94450610432852,0.0,99.98612652608213,100.0,0.0,100.0,0.0,100.0,,0.0
"Albus, Dash",1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,,0.0,99.94450610432852,0.0,99.98612652608213,99.7780244173141,99.87513873473918,99.97225305216426,0.0,99.97225305216426,,0.0
"Alejandro, Hector",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,99.87513873473918,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Allen, Chase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9927871561438768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.49458483754513,0.0
"Allen, Colby",0.5882352941176471,0.35294117647058826,0.35294117647058826,0.4117647058823529,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.00518037008760883,0.058823529411764705,99.48668146503886,43.61820199778024,99.08435072142065,99.34794672586015,52.58046614872364,96.08768035516093,86.45948945615982,95.57436182019978,0.24548736462093862,39.33129855715871
"Allen, Cooper",0.3048780487804878,0.24390243902439024,0.17073170731707318,0.14634146341463414,0.15853658536585366,0.13414634146341464,0.024390243902439025,0.10975609756097561,0.3465273382904391,0.07317073170731707,22.599889012208656,7.103218645948946,49.48668146503884,28.02441731409545,33.990011098779135,85.68257491675915,34.03163152053274,93.97891231964483,14.613718411552345,59.35072142064372
"Allsup, Chase",0.4375,0.34375,0.28125,0.34375,0.09375,0.09375,0.0,0.09375,0.6678811960663227,0.03125,80.61875693673696,38.20754716981132,96.79522752497225,97.53052164261932,5.02219755826859,53.1354051054384,0.0,88.33240843507214,91.36462093862816,13.110432852386236
"Alwine, Evan",0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,,0.0,95.67147613762486,0.0,99.69478357380687,0.0,99.87513873473918,0.0,0.0,0.0,,0.0
"Alwood, Luke",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Amaral, Austin",0.3076923076923077,0.5384615384615384,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,,0.038461538461538464,23.140954495005552,98.52941176470588,5.923973362930077,30.063817980022193,29.605993340732518,92.43895671476137,94.39511653718091,76.91453940066593,,17.452830188679243
"Amborn, Cal",0.29577464788732394,0.4084507042253521,0.15492957746478872,0.08450704225352113,0.2112676056338028,0.04225352112676056,0.028169014084507043,0.014084507042253521,0.6722029085669949,0.1267605633802817,20.172031076581575,79.20366259711432,36.2930077691454,12.014428412874583,82.96337402885683,13.152053274139844,41.24583795782464,12.22253052164262,91.69675090252709,94.68645948945617
"Anderson, Caleb",0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,,0.0,10.61320754716981,7.3668146503884575,0.0,0.0,93.81243063263041,0.0,0.0,0.0,,0.0
"Anderson, Cory",0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.0,0.9317634670393532,0.0,95.67147613762486,96.79522752497225,92.91065482796893,76.165371809101,93.81243063263041,99.16759156492786,99.93063263041066,0.0,98.3826714801444,0.0
"Anderson, Kade",0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,,0.0,95.67147613762486,0.0,99.69478357380687,0.0,99.87513873473918,0.0,0.0,0.0,,0.0
"Anderson, Kyle",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Anderson, Matthew",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,99.94450610432852,99.87513873473918,0.0,100.0,0.0,0.0,0.0,0.0,,0.0
"Andolina, David",0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4182577360615691,0.25,30.382907880133185,31.215316315205328,45.24139844617092,34.23973362930078,40.92674805771365,0.0,0.0,0.0,29.660649819494584,99.38956714761376
"Andrade, Ryan",0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9967439787114294,0.0,0.0,96.79522752497225,0.0,0.0,0.0,0.0,0.0,0.0,99.71119133574007,0.0
"Andres Hernandez, Mario",0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,0.3333333333333333,99.76415094339622,99.62541620421753,98.58490566037736,96.40677025527192,98.72364039955605,0.0,0.0,0.0,,99.76415094339622
"Andrews, Steven",0.5102040816326531,0.42857142857142855,0.22448979591836735,0.2653061224489796,0.24489795918367346,0.16326530612244897,0.061224489795918366,0.10204081632653061,0.664696341169032,0.10204081632653061,97.25305216426193,87.08379578246392,86.63984461709212,83.03274139844618,93.53496115427303,94.36736958934517,88.20754716981132,91.88401775804661,91.14801444043322,86.3762486126526
"Andrunas, Noah",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Angeroth, Carson",0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,4.273029966703663,74.09822419533852,0.0,49.62541620421754,0.0,0.0,0.0,0.0,,0.0
"Anker, Jack",0.4142857142857143,0.42857142857142855,0.24285714285714285,0.18571428571428572,0.22857142857142856,0.14285714285714285,0.014285714285714285,0.12857142857142856,0.4733368603336817,0.07142857142857142,69.81132075471697,87.08379578246392,91.95338512763595,42.88290788013319,89.7475027746948,88.98446170921198,21.878468368479467,97.12819089900111,50.31046931407942,56.562153163152054
"Antolick, Brett",0.5384615384615384,0.46153846153846156,0.15384615384615385,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.0,0.7377020103332325,0.07692307692307693,98.44617092119867,94.11764705882352,35.15538290788013,93.86792452830188,90.26082130965594,36.556603773584904,94.39511653718091,0.0,94.71480144404332,63.51276359600444
"Araujo, Caio",1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,,0.0,99.94450610432852,96.79522752497225,99.69478357380687,99.7780244173141,99.87513873473918,0.0,0.0,0.0,,0.0
"Arbogast, Reece",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Arbuckle, Noah",0.5263157894736842,0.3684210526315789,0.21052631578947367,0.47368421052631576,0.05263157894736842,0.21052631578947367,0.15789473684210525,0.05263157894736842,0.28608677604297605,0.15789473684210525,98.0299667036626,53.523862375138734,79.48113207547169,99.7780244173141,1.7619311875693673,98.48779134295228,99.54217536071032,46.65649278579356,8.938628158844764,97.54439511653719
"Ariola, Joseph",0.425,0.35,0.2,0.275,0.15,0.15,0.075,0.075,0.3655979585076108,0.025,75.08324084350721,41.77302996670366,72.53052164261932,86.70921198668147,26.359600443951166,91.48168701442842,94.04827968923418,75.319089900111,17.703971119133573,10.307991120976693
"Armstrong III, Eldridge",0.6,0.4,0.2,0.2,0.4,0.2,0.2,0.0,,0.0,99.54217536071032,74.09822419533852,72.53052164261932,49.62541620421754,99.72253052164261,97.69700332963373,99.73640399556048,0.0,,0.0
"Arnold, Jamie",0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,95.67147613762486,96.79522752497225,0.0,0.0,99.87513873473918,0.0,0.0,0.0,,0.0
"Arrant, Landon",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,99.94450610432852,0.0,99.98612652608213,0.0,99.98612652608213,0.0,0.0,0.0,,0.0
"Arreola, Victor",0.48863636363636365,0.4431818181818182,0.23863636363636365,0.2727272727272727,0.2159090909090909,0.18181818181818182,0.06818181818181818,0.11363636363636363,0.508541656347962,0.07954545454545454,94.74195338512763,91.23196448390676,91.13485016648168,85.59933407325194,84.94728079911211,96.69811320754717,91.67591564927858,94.92230854605992,63.97111913357401,66.92563817980022
"Ashman, Micah",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Asken, Ian",0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,,0.0,30.382907880133185,31.215316315205328,0.0,0.0,98.72364039955605,0.0,0.0,0.0,,0.0
"Athmer, Kyle",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8898032811724214,0.0,0.0,99.87513873473918,0.0,0.0,0.0,0.0,0.0,0.0,97.79061371841155,0.0
"Atkinson, Charlie",0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,,0.0,30.382907880133185,31.215316315205328,0.0,0.0,98.72364039955605,0.0,0.0,0.0,,0.0
"Atwood, Carson",0.5064377682403434,0.44206008583690987,0.2145922746781116,0.34334763948497854,0.1630901287553648,0.12875536480686695,0.05150214592274678,0.07725321888412018,0.3124261439721227,0.08583690987124463,97.07269700332964,91.10710321864595,82.0754716981132,97.53052164261932,38.20754716981132,83.04661487236405,80.17480577136516,77.80244173140954,10.931407942238266,74.02885682574917
"Auger, Brooks",0.5098039215686274,0.39215686274509803,0.27450980392156865,0.39215686274509803,0.11764705882352941,0.13725490196078433,0.0392156862745098,0.09803921568627451,0.3012567460858925,0.09803921568627451,97.2253052164262,69.7558268590455,96.37902330743619,99.09822419533852,9.836293007769145,86.97280799112099,61.237513873473915,90.38568257491676,9.992779783393502,83.7819089900111
"Aukerman, Matthew",0.5882352941176471,0.47058823529411764,0.17647058823529413,0.47058823529411764,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.9644603441613416,0.0,99.48668146503886,95.1165371809101,54.50887902330743,99.7780244173141,9.836293007769145,75.66592674805771,86.45948945615982,55.549389567147614,98.91696750902527,0.0
"Ayers, Kyle",0.35714285714285715,0.34523809523809523,0.15476190476190477,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.03571428571428571,0.10714285714285714,0.5686956040632488,0.05952380952380952,40.288568257491676,39.2480577136515,36.223640399556054,26.62319644839068,84.14261931187569,88.98446170921198,54.86958934517203,93.39622641509435,79.66787003610108,40.80188679245283
"Ayers, Mac",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,99.94450610432852,99.87513873473918,0.0,0.0,99.98612652608213,0.0,0.0,0.0,,0.0
"Bach, Jack",0.35714285714285715,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.0,0.0,0.0,0.07126315960959537,0.0,40.288568257491676,1.248612652608213,81.56215316315205,26.62319644839068,84.14261931187569,0.0,0.0,0.0,2.2815884476534296,0.0
"Bacon, Trey",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,99.87513873473918,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Badmaev, Zane",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Baez, Miguel",0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.09950339789304702,0.0,4.273029966703663,74.09822419533852,0.0,0.0,75.16648168701443,0.0,0.0,0.0,2.7581227436823106,0.0
"Bailey, Connor",0.37209302325581395,0.46511627906976744,0.18604651162790697,0.3023255813953488,0.06976744186046512,0.06976744186046512,0.023255813953488372,0.046511627906976744,0.48145219665980316,0.09302325581395349,47.669256381798,94.6309655937847,62.943951165371814,93.13263041065483,2.6775804661487235,30.618756936736958,31.95061043285239,38.6237513873474,53.24187725631769,80.31354051054383
"Bainton, Thomas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,99.9583795782464
"Bak, Brandon",0.25,0.4642857142857143,0.07142857142857142,0.03571428571428571,0.21428571428571427,0.03571428571428571,0.03571428571428571,0.0,0.6554732084264596,0.14285714285714285,10.61320754716981,94.60321864594896,5.3274139844617086,4.495005549389567,84.14261931187569,10.640954495005548,54.86958934517203,0.0,90.35379061371842,96.47613762486127
"Baker , Liam",0.3191489361702128,0.2978723404255319,0.14893617021276595,0.1276595744680851,0.19148936170212766,0.0,0.0,0.0,0.4663165679978189,0.1276595744680851,26.387347391786903,18.160377358490564,32.22807991120977,22.433407325194228,68.97891231964483,0.0,0.0,0.0,47.667870036101085,94.85294117647058
"Baker, Trace",0.1875,0.25,0.0,0.0625,0.125,0.0625,0.0625,0.0,0.9522794579740478,0.0,3.759711431742508,7.3668146503884575,0.0,7.796892341842397,12.083795782463929,24.736403995560487,88.80410654827969,0.0,98.67148014440433,0.0
"Baker, Trey",0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.6548099510918641,0.3333333333333333,30.382907880133185,99.62541620421753,0.0,96.40677025527192,0.0,94.72807991120976,99.56992230854605,0.0,90.33935018050542,99.76415094339622
"Baker, Von",0.09090909090909091,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,,0.0,0.804661487236404,2.4139844617092123,0.0,0.0,4.495005549389567,0.0,0.0,0.0,,0.0
"Baker-Livingston, Benjamin",0.2222222222222222,0.4444444444444444,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.9895970952368897,0.0,6.714761376248612,91.30133185349611,13.485016648168703,0.0,87.5,0.0,0.0,0.0,99.37906137184116,0.0
"Bales, Bryson",1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,99.94450610432852,0.0,99.98612652608213,100.0,0.0,100.0,0.0,100.0,,0.0
"Ball, Dawson",1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,,0.0,99.94450610432852,99.62541620421753,98.58490566037736,99.97225305216426,98.72364039955605,99.70865704772474,100.0,0.0,,0.0
"Ballard, Carson",0.42857142857142855,0.3007518796992481,0.2631578947368421,0.3082706766917293,0.12030075187969924,0.12030075187969924,0.015037593984962405,0.10526315789473684,0.446563795232516,0.09774436090225563,76.70643729189788,19.062153163152054,95.35238623751387,93.97891231964483,10.807436182019977,77.76082130965594,22.57214206437292,92.77192008879024,39.667870036101085,83.69866814650389
"Balmaceda, Elian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Baltus, Brady",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Banda, Cristien",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Bannister, Wil",0.34911242603550297,0.39644970414201186,0.17751479289940827,0.17159763313609466,0.17751479289940827,0.1301775147928994,0.04142011834319527,0.08875739644970414,0.5542246622747332,0.08284023668639054,37.361265260821305,72.32241953385127,55.77136514983352,36.86182019977802,54.14816870144284,83.71254162042176,65.20532741398446,86.09877913429523,76.69314079422382,70.68534961154272
"Barfield, Brett",1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,99.94450610432852,99.87513873473918,0.0,100.0,0.0,100.0,100.0,0.0,,0.0
"Bargo, Simon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Barker, Blake",0.38461538461538464,0.38461538461538464,0.15384615384615385,0.38461538461538464,0.0,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.36584075848426817,0.07692307692307693,54.05105438401776,64.44228634850167,35.15538290788013,98.94561598224195,0.0,98.8762486126526,99.48668146503886,76.91453940066593,17.732851985559567,63.51276359600444
"Barlow, Billy",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,99.94450610432852,99.87513873473918,0.0,100.0,0.0,0.0,0.0,0.0,,0.0
"Barlow, Cam",0.6,0.2,0.4,0.2,0.4,0.2,0.0,0.2,,0.0,99.54217536071032,3.0799112097669257,99.43118756936738,49.62541620421754,99.72253052164261,97.69700332963373,0.0,99.33407325194229,,0.0
"Barnett, Michael",0.4716981132075472,0.4716981132075472,0.16981132075471697,0.2830188679245283,0.18867924528301888,0.11320754716981132,0.03773584905660377,0.07547169811320754,0.5466176341459832,0.05660377358490566,91.74528301886792,95.31076581576026,48.90399556048835,88.74861265260822,66.23196448390676,72.39178690344062,58.53218645948945,75.84628190899001,75.13357400722022,36.958934517203105
"Barnhouse, Josh",0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.9820138352438368,0.3333333333333333,99.76415094339622,99.62541620421753,98.58490566037736,96.40677025527192,98.72364039955605,0.0,0.0,0.0,99.2346570397112,99.76415094339622
"Barquin, Blake",0.25,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.894475717725898,0.0,10.61320754716981,99.8196448390677,0.0,76.165371809101,0.0,0.0,0.0,0.0,97.84837545126354,0.0
"Barr, Kurt",0.3541666666666667,0.2361111111111111,0.2222222222222222,0.25,0.10416666666666667,0.13194444444444445,0.027777777777777776,0.10416666666666667,0.3627763683861964,0.05555555555555555,39.164816870144286,6.326304106548279,85.46059933407325,76.165371809101,6.8812430632630415,84.55882352941177,40.17758046614872,92.49445061043285,17.169675090252706,35.37735849056604
"Barragy, Matt",0.4166666666666667,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.25,0.0,0.0,0.0,,0.0,70.81021087680355,31.215316315205328,6.950610432852386,34.23973362930078,93.81243063263041,0.0,0.0,0.0,,0.0
"Barraza, Chris",0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,96.79522752497225,0.0,0.0,0.0,0.0,0.0,0.0,,99.90288568257492
"Barrett, Gabriel",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,99.94450610432852,0.0,99.98612652608213,0.0,99.98612652608213,0.0,0.0,0.0,,0.0
"Barrett, Ian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008711225684714443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41877256317689526,0.0
"Barrett, Teige",0.5757575757575758,0.24242424242424243,0.3939393939393939,0.5151515151515151,0.06060606060606061,0.21212121212121213,0.06060606060606061,0.15151515151515152,0.4788777804622984,0.06060606060606061,99.27857935627081,6.9367369589345165,99.4173140954495,99.88901220865705,2.2058823529411766,98.54328523862375,87.79134295227526,98.41842397336293,52.245487364620935,42.10599334073252
"Bartle, Jeb",0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.11540472423136242,0.0,30.382907880133185,99.87513873473918,0.0,0.0,98.72364039955605,0.0,0.0,0.0,3.104693140794224,0.0
"Bashara, Vincent",0.375,0.25,0.1875,0.3125,0.0625,0.25,0.125,0.125,0.1124772233504086,0.0625,48.626526082130965,7.3668146503884575,63.970588235294116,94.49223085460599,2.2752497225305217,99.16759156492786,98.91786903440621,96.55937846836848,2.9747292418772564,44.29800221975583
"Bates, Sal",0.14285714285714285,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.4755767975702289,0.42857142857142855,1.678690344062153,99.13984461709212,0.0,26.62319644839068,0.0,0.0,0.0,0.0,51.24909747292419,99.90288568257492
"Bauer, Spencer",0.6153846153846154,0.4423076923076923,0.25,0.4230769230769231,0.19230769230769232,0.1346153846153846,0.057692307692307696,0.07692307692307693,0.5099687906260695,0.038461538461538464,99.65316315205327,91.14872364039955,92.91065482796893,99.5144284128746,69.64483906770256,85.80743618201998,85.8906770255272,76.91453940066593,64.33212996389892,17.452830188679243
"Baughn, Andrew",0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,95.67147613762486,99.87513873473918,0.0,0.0,99.87513873473918,0.0,0.0,0.0,,0.0
"Baumann, Baylor",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Beaird, Ryan",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,99.94450610432852,0.0,99.98612652608213,100.0,0.0,0.0,0.0,0.0,,0.0
"Beal, Danny",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Beal, Noah",0.48717948717948717,0.2948717948717949,0.2692307692307692,0.24358974358974358,0.24358974358974358,0.1282051282051282,0.02564102564102564,0.10256410256410256,0.3810541767288902,0.01282051282051282,94.56159822419534,17.452830188679243,95.9211986681465,73.69589345172031,93.42397336293008,82.6581576026637,36.27913429522753,92.00887902330743,20.505415162454874,7.450055493895672
"Beam, Drew",0.3793103448275862,0.36551724137931035,0.2,0.25517241379310346,0.12413793103448276,0.10344827586206896,0.034482758620689655,0.06896551724137931,0.40063687477273147,0.13793103448275862,51.23473917869035,51.83129855715871,72.53052164261932,79.18978912319645,11.986681465038846,62.832963374028864,52.38623751387348,68.65982241953385,24.967509025270758,96.01831298557158
"Bean, Andy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Bearden, Brody",0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,,0.0,4.273029966703663,3.0799112097669257,72.53052164261932,0.0,75.16648168701443,0.0,0.0,0.0,,0.0
"Beaty, Jake",0.26666666666666666,0.3333333333333333,0.13333333333333333,0.0,0.26666666666666666,0.0,0.0,0.0,0.4906405677544914,0.13333333333333333,13.665371809100998,31.215316315205328,22.50277469478357,0.0,96.30965593784684,0.0,0.0,0.0,56.62093862815885,95.657602663707
"Beauchesne, Jack",0.2,0.4,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,,0.13333333333333333,4.273029966703663,74.09822419533852,0.0,8.476692563817979,15.67702552719201,27.982796892341845,90.76026637069923,0.0,,95.657602663707
"Beaver, Brendan",0.25,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.48192761306131066,0.0,10.61320754716981,96.79522752497225,92.91065482796893,76.165371809101,0.0,0.0,0.0,0.0,53.386281588447645,0.0
"Becerra, Christian",0.47368421052631576,0.6842105263157895,0.15789473684210525,0.2631578947368421,0.21052631578947367,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.5125526771566697,0.15789473684210525,92.05049944506104,99.75027746947835,38.471143174250834,82.2558268590455,82.47780244173141,64.60876803551609,81.0488346281909,46.65649278579356,65.12635379061372,97.54439511653719
"Becerra, Luis",0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,,0.0,99.76415094339622,31.215316315205328,98.58490566037736,96.40677025527192,98.72364039955605,99.70865704772474,0.0,99.83351831298557,,0.0
"Becker, Kyle",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
