pitcher,strike_pct,zone_pct,chase_pct,swing_pct,called_strike_pct,miss_pct,in_zone_miss_pct,out_zone_miss_pct,xbabip,gb_pct,strike_pct_pct,zone_pct_pct,chase_pct_pct,swing_pct_pct,called_strike_pct_pct,miss_pct_pct,in_zone_miss_pct_pct,out_zone_miss_pct_pct,xbabip_pct,gb_pct_pct
"Hernandez, Julien",0.26666666666666666,0.13333333333333333,0.13333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.8480905034311181,0.0,13.665371809100998,1.1514983351831298,22.50277469478357,49.62541620421754,2.483351831298557,84.91953385127637,90.76026637069923,65.88512763596003,97.21299638989169,0.0
"Hilton, Jake",0.21428571428571427,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.5271163215288275,0.07142857142857142,5.868479467258601,1.248612652608213,81.56215316315205,26.62319644839068,2.746947835738069,0.0,0.0,0.0,70.03610108303249,56.562153163152054
"Wall, Billy",0.75,0.25,0.5,0.25,0.5,0.0,0.0,0.0,,0.0,99.90288568257492,7.3668146503884575,99.69478357380687,76.165371809101,99.87513873473918,0.0,0.0,0.0,,0.0
